,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
128,@CBS,Sun Sep 09 23:36:09 +0000 2018,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",-0.2263,0.0,0.917,0.083,29
129,@CBS,Sun Sep 09 14:00:00 +0000 2018,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,0.6705,0.282,0.718,0.0,30
130,@CBS,Sat Sep 08 16:20:43 +0000 2018,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,0.4215,0.149,0.851,0.0,31
131,@CBS,Sat Sep 08 00:00:00 +0000 2018,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,0.0,0.0,1.0,0.0,32
132,@CBS,Fri Sep 07 23:15:09 +0000 2018,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",-0.5411,0.092,0.712,0.196,33
133,@CBS,Fri Sep 07 21:50:51 +0000 2018,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,0.0,0.0,1.0,0.0,34
134,@CBS,Thu Sep 06 22:10:49 +0000 2018,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,-0.296,0.0,0.879,0.121,35
135,@CBS,Thu Sep 06 19:00:01 +0000 2018,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,0.4753,0.192,0.808,0.0,36
136,@CBS,Wed Sep 05 21:00:00 +0000 2018,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,0.0,0.0,1.0,0.0,37
137,@CBS,Wed Sep 05 17:32:40 +0000 2018,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,0.3612,0.111,0.889,0.0,38
138,@CBS,Wed Sep 05 16:48:09 +0000 2018,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",0.6908,0.533,0.467,0.0,39
139,@CBS,Tue Sep 04 20:34:26 +0000 2018,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,0.4215,0.135,0.865,0.0,40
140,@CBS,Sat Sep 01 15:25:34 +0000 2018,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,0.6514,0.171,0.829,0.0,41
141,@CBS,Fri Aug 31 21:26:49 +0000 2018,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",0.0,0.0,1.0,0.0,42
142,@CBS,Fri Aug 31 18:01:01 +0000 2018,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",0.0,0.0,1.0,0.0,43
143,@CBS,Thu Aug 30 19:45:51 +0000 2018,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",-0.6908,0.0,0.761,0.239,44
144,@CBS,Thu Aug 30 15:32:47 +0000 2018,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,0.6239,0.17,0.83,0.0,45
145,@CBS,Mon Aug 27 23:36:57 +0000 2018,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",0.0,0.0,1.0,0.0,46
146,@CBS,Fri Aug 24 20:30:16 +0000 2018,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,-0.4389,0.0,0.879,0.121,47
147,@CBS,Wed Aug 22 20:55:25 +0000 2018,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",0.0,0.0,1.0,0.0,48
148,@CBS,Wed Aug 22 20:10:12 +0000 2018,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",0.0,0.0,1.0,0.0,49
149,@CBS,Mon Aug 20 21:59:56 +0000 2018,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,0.5423,0.171,0.829,0.0,50
150,@CBS,Fri Aug 17 17:42:02 +0000 2018,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",0.3182,0.113,0.887,0.0,51
151,@CBS,Thu Aug 16 18:40:09 +0000 2018,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,0.0,0.0,1.0,0.0,52
152,@CBS,Thu Aug 16 00:09:03 +0000 2018,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,-0.5267,0.092,0.72,0.188,53
153,@CBS,Sun Aug 12 23:30:02 +0000 2018,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,0.0,0.0,1.0,0.0,54
154,@CBS,Sun Aug 12 15:04:59 +0000 2018,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,0.4389,0.126,0.874,0.0,55
155,@CBS,Sat Aug 11 18:00:00 +0000 2018,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,-0.3182,0.0,0.897,0.103,56
156,@CBS,Sat Aug 11 15:00:02 +0000 2018,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,0.4926,0.144,0.856,0.0,57
157,@CBS,Fri Aug 10 22:28:55 +0000 2018,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",0.8957,0.419,0.581,0.0,58
158,@CBS,Fri Aug 10 19:59:14 +0000 2018,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",0.0,0.0,1.0,0.0,59
159,@CBS,Thu Aug 09 21:00:00 +0000 2018,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,0.6696,0.255,0.745,0.0,60
160,@CBS,Thu Aug 09 18:47:00 +0000 2018,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,0.7901,0.28,0.72,0.0,61
161,@CBS,Wed Aug 08 16:05:11 +0000 2018,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",0.6696,0.209,0.791,0.0,62
162,@CBS,Tue Aug 07 16:06:57 +0000 2018,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,0.0,0.0,1.0,0.0,63
163,@CBS,Mon Aug 06 00:20:55 +0000 2018,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",0.3612,0.111,0.889,0.0,64
164,@CBS,Mon Aug 06 00:07:38 +0000 2018,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,0.5411,0.219,0.683,0.098,65
165,@CBS,Mon Aug 06 00:02:58 +0000 2018,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,0.3818,0.106,0.894,0.0,66
166,@CBS,Mon Aug 06 00:02:02 +0000 2018,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,0.5093,0.155,0.845,0.0,67
167,@CBS,Sun Aug 05 23:58:41 +0000 2018,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",0.0,0.0,1.0,0.0,68
168,@CBS,Sun Aug 05 23:44:39 +0000 2018,"RT @MagnumPICBS: ""There are a lot of easter eggs from the original that fans from the original series will love, and they're peppered throu…",0.8316,0.306,0.694,0.0,69
169,@CBS,Sun Aug 05 23:41:21 +0000 2018,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…",0.0,0.0,1.0,0.0,70
170,@CBS,Sun Aug 05 23:35:49 +0000 2018,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…",0.5994,0.157,0.843,0.0,71
171,@CBS,Sun Aug 05 23:35:46 +0000 2018,RT @MagnumPICBS: It's #MagnumPI time at the #CBS #TCA2018! Follow along as we live tweet the panel!,0.0,0.0,1.0,0.0,72
172,@CBS,Sun Aug 05 23:16:25 +0000 2018,RT @happytogether: Thanks for following along! That concludes the #HappyTogether panel at the #CBS #TCA2018! @MagnumPICBS is up next!,0.5826,0.173,0.827,0.0,73
173,@CBS,Sun Aug 05 23:12:39 +0000 2018,"RT @happytogether: Question: Even though you're not playing @Harry_Styles, did you do a Harry crash course?
@itsfelixwot: Absolutely not. C…",-0.5093,0.0,0.798,0.202,74
174,@CBS,Sun Aug 05 23:10:20 +0000 2018,"RT @happytogether: ""The show is about marriage, it's about getting a bit older, it's about youthfulness, it's about something happening and…",0.0,0.0,1.0,0.0,75
175,@CBS,Sun Aug 05 23:05:58 +0000 2018,"RT @happytogether: ""It's always good to have a little bit of truth in whatever you're making.""- @wayansjr 

#HappyTogether #CBS #TCA2018",0.6041,0.225,0.775,0.0,76
176,@CBS,Sun Aug 05 23:01:25 +0000 2018,"RT @happytogether: ""I thought I was still young and cool until I met @itsfelixwot!"" -@AmberoniStevens #HappyTogether #CBS #TCA2018",0.3802,0.147,0.853,0.0,77
177,@CBS,Sun Aug 05 22:58:41 +0000 2018,"RT @happytogether: ""We never wanted to create a show where people think ""Oh, did @Harry_Styles do that?"" -@benwinston on emphasizing that #…",-0.2057,0.0,0.917,0.083,78
178,@CBS,Sun Aug 05 22:58:36 +0000 2018,RT @happytogether: .@wayansjr is quick to point out that the characters in #HappyTogether are fictional. #CBS #TCA2018,0.0,0.0,1.0,0.0,79
179,@CBS,Sun Aug 05 22:53:12 +0000 2018,"RT @happytogether: ""@Harry_Styles became part of the family. We didn't want him to move out."" -@benwinston #CBS #HappyTogether #TCA18",-0.0572,0.0,0.936,0.064,80
180,@CBS,Sun Aug 05 22:52:24 +0000 2018,"RT @happytogether: ""It's about Cooper who wants nothing but normality and a boring life, and Jake and Claire, who want more excitement."" -@…",-0.3612,0.059,0.82,0.121,81
181,@CBS,Sun Aug 05 22:49:06 +0000 2018,"RT @happytogether: ""It's loosely inspired (by the time @Harry_Styles lived with @benwinston), because if we put what actually happened on t…",0.4939,0.138,0.862,0.0,82
182,@CBS,Sun Aug 05 22:46:49 +0000 2018,RT @happytogether: It's time for the #HappyTogether panel at the #CBS #TCA18! Follow along here!,0.0,0.0,1.0,0.0,83
183,@CBS,Sun Aug 05 22:32:37 +0000 2018,RT @GodFriendedMe: Thanks for following along during the #GodFriendedMe panel at #CBS #TCA18—@HappyTogether is up next!,0.4926,0.175,0.825,0.0,84
184,@CBS,Sun Aug 05 22:32:30 +0000 2018,"RT @GodFriendedMe: ""You don't have to believe in God to believe in good."" 🙌@JOEtheMORTON #GodFriendedMe #CBS",0.2732,0.123,0.877,0.0,85
185,@CBS,Sun Aug 05 22:16:36 +0000 2018,RT @GodFriendedMe: “It’s incredibly important to us that we’re not a show that’s preachy or judgmental. Whether you believe or don’t believ…,0.2716,0.095,0.905,0.0,86
186,@CBS,Sun Aug 05 22:16:29 +0000 2018,"RT @GodFriendedMe: ""Our feet are on the ground. Our characters are not angels, they’re not heavenly, they’re just real people. The 'opposin…",-0.4973,0.0,0.867,0.133,87
187,@CBS,Sun Aug 05 22:16:19 +0000 2018,RT @GodFriendedMe: Follow along with us as we live-tweet the #GodFriendedMe panel at #CBS #TCA18 with stars @hall_m_brandon @violettbeane @…,0.0,0.0,1.0,0.0,88
188,@CBS,Sun Aug 05 22:05:44 +0000 2018,"RT @cbsallaccess: From the writer of Scream, The Vampire Diaries and The Following, comes a modern day twist on classic fairy tales. 

#Tel…",-0.4019,0.0,0.886,0.114,89
189,@CBS,Sun Aug 05 22:00:47 +0000 2018,"RT @cbsallaccess: Small town. Big murder. Follow the Money. 

#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/T…",-0.6908,0.0,0.793,0.207,90
190,@CBS,Sun Aug 05 21:48:41 +0000 2018,RT @cbsallaccess: That's a wrap on the #TellMeAStory panel! @GodFriendedMe is up next! #TCA18 #CBSAllAccess,0.0,0.0,1.0,0.0,91
191,@CBS,Sun Aug 05 21:48:36 +0000 2018,"RT @cbsallaccess: ""What I love about New York City - besides being the best city in the world - it's textural, it's real, it has everything…",0.8555,0.286,0.714,0.0,92
192,@CBS,Sun Aug 05 21:48:29 +0000 2018,RT @cbsallaccess: Who's ready to see @KimCattrall play @daniellemcam's (AKA Little Red Riding Hood) grandmother? #TellMeAStory #TCA18 #CBSA…,0.5994,0.234,0.766,0.0,93
193,@CBS,Sun Aug 05 21:31:15 +0000 2018,"RT @cbsallaccess: ""What I like about this show is that there's nothing else on TV like it right now."" -@kevwilliamson #TellMeAStory #TCA18…",0.6124,0.208,0.792,0.0,94
194,@CBS,Sun Aug 05 20:58:52 +0000 2018,"RT @MurphyBrownCBS: According to Candice Bergen and Diane English, there's never been a more perfect time to revive #MurphyBrown! https://t…",-0.2748,0.105,0.742,0.153,95
195,@CBS,Sun Aug 05 20:56:17 +0000 2018,"RT @MurphyBrownCBS: #MurphyBrown has always been a political show, and that won't change! Read on about how the show plans to cover hot top…",0.0,0.0,1.0,0.0,96
196,@CBS,Sun Aug 05 20:10:33 +0000 2018,"RT @FBICBS: ""People are going to get a very realistic view of how that office operates and the stresses. It's a zero-tolerance FBI office.…",-0.4588,0.0,0.875,0.125,97
197,@CBS,Sun Aug 05 19:43:38 +0000 2018,Stay tuned for more #CBS #TCA18 action! The @cbsallaccess panel is up next. 👍🏼 https://t.co/fcjiEwpaN0,0.0,0.0,1.0,0.0,98
198,@CBS,Sun Aug 05 19:22:22 +0000 2018,"RT @FBICBS: #FBIFam, this should cure your #SundayScaries! Check out the #FBI preview that was shown at the #CBS #TCA18 before the panel. h…",0.0,0.0,1.0,0.0,99
199,@CBS,Sun Aug 05 19:21:28 +0000 2018,"RT @TheNeighborhood: ""Once we shot the pilot, we knew that we had a great show."" -@CedEntertainer #TheNeighborhood #CBS",0.6249,0.204,0.796,0.0,100
200,@CNN,Wed Sep 26 19:34:27 +0000 2018,"RT @CNNnewsroom: ""Never did he acknowledge the woman. Never did he say her name, and again I say Mr. President, say her name. Her name is J…",0.0,0.0,1.0,0.0,1
201,@CNN,Wed Sep 26 19:32:50 +0000 2018,"Rachel Mitchell, the prosecutor selected to serve as outside counsel for the Republican-led Senate Judiciary Commit… https://t.co/U1sQxgOHIo",0.0,0.0,1.0,0.0,2
202,@CNN,Wed Sep 26 19:26:06 +0000 2018,"The US Air Force conducted two bomber flights this week into areas considered sensitive by the Chinese military, mi… https://t.co/kSj4SfPFtR",0.0,0.0,1.0,0.0,3
203,@CNN,Wed Sep 26 19:20:37 +0000 2018,"Earlier this week, US B-52 bombers flew from Guam and transited through the South China Sea, an area where the Chin… https://t.co/Fn0Wn9J4lU",0.0,0.0,1.0,0.0,4
204,@CNN,Wed Sep 26 19:00:07 +0000 2018,Uber will pay $148 million to settle an investigation into a 2016 data breach that the company was accused of inten… https://t.co/HSuHrfTK4y,-0.4364,0.0,0.83,0.17,5
205,@CNN,Wed Sep 26 18:50:08 +0000 2018,"President Trump was ""ranting and venting on trade"" to French President Emmanuel Macron during their bilateral meeti… https://t.co/c8np6VJjWN",0.0,0.0,1.0,0.0,6
206,@CNN,Wed Sep 26 18:40:04 +0000 2018,The Federal Reserve hikes interest rates for the third time this year https://t.co/1U7JxMBUX9 https://t.co/b5EskJmo1T,0.4588,0.188,0.812,0.0,7
207,@CNN,Wed Sep 26 18:30:11 +0000 2018,The UK's postal service is urging environmental campaigners to stop sending empty potato chip bags without an envel… https://t.co/qHepeUBaAB,-0.4588,0.0,0.81,0.19,8
208,@CNN,Wed Sep 26 18:20:03 +0000 2018,A 27-year-old Chinese national was arrested in Chicago Tuesday for allegedly spying on behalf of Beijing… https://t.co/Fe6JL6HU61,-0.4767,0.0,0.829,0.171,9
209,@CNN,Wed Sep 26 18:10:06 +0000 2018,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/DuQptoDTH3",0.1779,0.234,0.52,0.245,10
210,@CNN,Wed Sep 26 18:01:30 +0000 2018,"A third person has been infected with monkeypox in the UK, this time in a healthcare worker caring for a previous c… https://t.co/hiXCTTCq2A",0.0,0.131,0.738,0.131,11
211,@CNN,Wed Sep 26 17:56:00 +0000 2018,"Once a year, Hong Kong celebrates the Mid-Autumn Festival with a giant fire dragon dancing in the streets. https://t.co/s42doi6FYJ",0.6705,0.296,0.601,0.103,12
212,@CNN,Wed Sep 26 17:50:00 +0000 2018,The company that owns Arby’s and Buffalo Wild Wings is buying drive-in burger joint Sonic for $2.3 billion… https://t.co/eD7fmhqs8E,0.0,0.0,1.0,0.0,13
213,@CNN,Wed Sep 26 17:31:40 +0000 2018,"RT @CNNPolitics: GOP Sen. Jeff Flake, speaking on the Senate floor, decries the attacks on both Supreme Court nominee Brett Kavanaugh and a…",0.1779,0.131,0.764,0.105,14
214,@CNN,Wed Sep 26 17:30:01 +0000 2018,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/WiOdLSNWed,-0.1779,0.0,0.922,0.078,15
215,@CNN,Wed Sep 26 17:25:51 +0000 2018,"There will be no delay to the hearing with Brett Kavanaugh and Christine Blasey Ford despite new allegations, Senat… https://t.co/Cm5Q212YWC",-0.5423,0.0,0.8,0.2,16
216,@CNN,Wed Sep 26 17:20:06 +0000 2018,Secretary of State Mike Pompeo will travel again to North Korea to meet with senior leaders there in preparation fo… https://t.co/x0N3hXxXcw,0.0,0.0,1.0,0.0,17
217,@CNN,Wed Sep 26 17:10:00 +0000 2018,"In a statement released by the White House, Kavanaugh responds to these new allegations: ""This is ridiculous and fr… https://t.co/fsWB8E3Rq1",-0.3612,0.0,0.878,0.122,18
218,@CNN,Wed Sep 26 17:00:02 +0000 2018,New Zealand Prime Minister Jacinda Ardern has told CNN she hoped the decision to bring her 3-month-old baby to the… https://t.co/m9B2JMsjGx,0.3818,0.115,0.885,0.0,19
219,@CNN,Wed Sep 26 16:50:06 +0000 2018,Anita Hill all over again? Here's why Republicans fear a repeat. | Analysis by @GregJKrieg https://t.co/sV8xdlvCxW https://t.co/3pIwkSAniQ,-0.4939,0.0,0.814,0.186,20
220,@CNN,Wed Sep 26 16:45:13 +0000 2018,"Supreme Court nominee Brett Kavanaugh to deny assault allegations when he testifies Thursday, according to a prepar… https://t.co/ft8kbhUhQ3",-0.3818,0.151,0.588,0.261,21
221,@CNN,Wed Sep 26 16:42:07 +0000 2018,Is Bitcoin about to turn around? Galaxy Digital CEO Mike Novogratz thinks it's time to believe in cryptocurrencies… https://t.co/f9iwkgKpSQ,0.0,0.0,1.0,0.0,22
222,@CNN,Wed Sep 26 16:39:06 +0000 2018,"Second Kavanaugh accuser Deborah Ramirez has 'no agenda' and is 'willing to cooperate,' her attorney says… https://t.co/16pWij1fki",-0.296,0.0,0.879,0.121,23
223,@CNN,Wed Sep 26 16:28:05 +0000 2018,"A third person has been infected with monkeypox in the UK, this time in a healthcare worker caring for a previous c… https://t.co/kltwHubSgf",0.0,0.131,0.738,0.131,24
224,@CNN,Wed Sep 26 16:19:44 +0000 2018,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/1XYKyV99PV",0.1779,0.234,0.52,0.245,25
225,@CNN,Wed Sep 26 16:06:07 +0000 2018,"JUST IN: A woman has come forward with new allegations about Supreme Court nominee Brett Kavanaugh, accusing him of… https://t.co/nUQOw8RCXa",0.4404,0.161,0.762,0.076,26
226,@CNN,Wed Sep 26 16:00:31 +0000 2018,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/VZdqGWE4FX https://t.co/Hq65Ua8dV5",-0.7717,0.0,0.691,0.309,27
227,@CNN,Wed Sep 26 15:50:00 +0000 2018,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/6GAK7RdeQu,-0.2023,0.0,0.913,0.087,28
228,@CNN,Wed Sep 26 15:41:00 +0000 2018,From political refugee to CEO — @PeterGeorgescu lived the American Dream and is now calling on corporate America to… https://t.co/Mjee70hQHK,0.25,0.1,0.9,0.0,29
229,@CNN,Wed Sep 26 15:30:09 +0000 2018,The Trump lawyers you don't see are the ones driving dealings with Robert Mueller https://t.co/bPFWNp2aEm https://t.co/w0fsnextrp,0.0,0.0,1.0,0.0,30
230,@CNN,Wed Sep 26 15:22:27 +0000 2018,Are you voting for the first time this November? Post a video to Instagram telling us what’s motivating you and use… https://t.co/pXPFJS2G54,0.4939,0.138,0.862,0.0,31
231,@CNN,Wed Sep 26 15:10:01 +0000 2018,"Hundreds of women die every year in Malawi as a result of the government's restrictive abortion laws.

In the absen… https://t.co/kQNVReefhu",-0.5994,0.0,0.83,0.17,32
232,@CNN,Wed Sep 26 15:00:07 +0000 2018,First lady Melania Trump is set to outline her first major solo trip abroad. https://t.co/ItjBCvBO5z https://t.co/Oc9BdQ50ON,0.0,0.0,1.0,0.0,33
233,@CNN,Wed Sep 26 14:50:07 +0000 2018,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/2b0mN40etP",0.1779,0.234,0.52,0.245,34
234,@CNN,Wed Sep 26 14:40:05 +0000 2018,"A third person has been infected with monkeypox in the UK, this time in a healthcare worker caring for a previous c… https://t.co/8OCibFDkYi",0.0,0.131,0.738,0.131,35
235,@CNN,Wed Sep 26 14:30:00 +0000 2018,When this 18-year-old learned that young girls were skipping school because they couldn't afford menstrual products… https://t.co/H8t0U6yeN1,0.0,0.0,1.0,0.0,36
236,@CNN,Wed Sep 26 14:20:05 +0000 2018,The UK's postal service is urging environmental campaigners to stop sending empty potato chip bags without an envel… https://t.co/tNQPS9UXVg,-0.4588,0.0,0.81,0.19,37
237,@CNN,Wed Sep 26 14:10:04 +0000 2018,A 27-year-old Chinese national was arrested in Chicago Tuesday for allegedly spying on behalf of Beijing… https://t.co/FMaolGpSYL,-0.4767,0.0,0.829,0.171,38
238,@CNN,Wed Sep 26 14:00:08 +0000 2018,The Chinese government has blocked a US Navy ship from docking in Hong Kong amid a growing diplomatic feud between… https://t.co/hcd8kTmrBE,-0.4215,0.077,0.721,0.203,39
239,@CNN,Wed Sep 26 13:50:08 +0000 2018,Tinder is rolling out a new feature in India that gives women the option to prevent men from initiating a conversat… https://t.co/XZSowsN7R9,0.0258,0.055,0.945,0.0,40
240,@CNN,Wed Sep 26 13:44:24 +0000 2018,Emmanuel Macron is auditioning to be leader of the free world | @kileycnn for @CNNopinion https://t.co/EqOsJ6ag5v https://t.co/uj7YdvPUX3,0.5106,0.18,0.82,0.0,41
241,@CNN,Wed Sep 26 13:34:45 +0000 2018,President Trump says he would have pushed Brett Kavanaugh's Supreme Court nomination through the Senate two weeks a… https://t.co/fKEMCd7FPf,0.5574,0.167,0.833,0.0,42
242,@CNN,Wed Sep 26 13:25:42 +0000 2018,RT @CNNPolitics: Trump says the Senate Republicans “couldn’t be nicer” in the way they are handling Supreme Court nominee Brett Kavanaugh’s…,0.5574,0.153,0.847,0.0,43
243,@CNN,Wed Sep 26 13:22:31 +0000 2018,RT @CNNMoney: Bitcoin bull Mike Novogratz thinks cryptocurrencies hit bottom earlier this month and will rally 30% by the end of the year.…,0.0,0.0,1.0,0.0,44
244,@CNN,Wed Sep 26 13:10:05 +0000 2018,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/021MeaPw8D",0.1779,0.234,0.52,0.245,45
245,@CNN,Wed Sep 26 13:00:07 +0000 2018,Democrats have hijacked #MeToo for political gain | @carriesheffield for @CNNopinion https://t.co/rKTNmxj3w9 https://t.co/h9gkgaa3EF,0.5267,0.236,0.764,0.0,46
246,@CNN,Wed Sep 26 12:50:03 +0000 2018,Read the sworn declarations submitted to the Senate Judiciary Committee in support of Christine Blasey Ford:… https://t.co/xPFsWdDTlp,0.4019,0.144,0.856,0.0,47
