,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
247,@CNN,Wed Sep 26 12:40:00 +0000 2018,This Texan might be America’s first Filipina in Congress. Gina Ortiz Jones is an LGBTQ Iraq war vet who wants to pr… https://t.co/bzXZyXfv6Y,-0.5994,0.0,0.849,0.151,48
248,@CNN,Wed Sep 26 12:30:11 +0000 2018,How to make technology a force for good | Dipayan Ghosh and Ben Scott for @CNNopinion https://t.co/HHFL6Fl4jd https://t.co/2vp6QaWYfW,0.4404,0.162,0.838,0.0,49
249,@CNN,Wed Sep 26 12:20:08 +0000 2018,"A third person has been infected with monkeypox in the UK, this time in a healthcare worker caring for a previous c… https://t.co/qFJ54iUdoI",0.0,0.131,0.738,0.131,50
250,@CNN,Wed Sep 26 12:10:00 +0000 2018,"Today's top business headlines with @ChristineRomans before the opening bell on Wall Street:

- US trade official:… https://t.co/JbVwcEQmbK",0.2023,0.101,0.899,0.0,51
251,@CNN,Wed Sep 26 12:00:02 +0000 2018,"Boxer Victor Ortiz has been arrested after a woman told authorities he sexually assaulted her at a home in Oxnard,… https://t.co/haZqkOvILH",-0.7579,0.0,0.723,0.277,52
252,@CNN,Wed Sep 26 11:50:04 +0000 2018,"Hundreds of women die every year in Malawi as a result of the government's restrictive abortion laws.

In the absen… https://t.co/LHQ5RuaBcC",-0.5994,0.0,0.83,0.17,53
253,@CNN,Wed Sep 26 11:40:07 +0000 2018,Iran can afford to play a waiting game with President Trump | Analysis by @npwcnn https://t.co/H2bvPnCTXA https://t.co/RO54gA71d6,0.34,0.146,0.854,0.0,54
254,@CNN,Wed Sep 26 11:30:09 +0000 2018,The UK's postal service is urging environmental campaigners to stop sending empty potato chip bags without an envel… https://t.co/Wv9JLPTiCq,-0.4588,0.0,0.81,0.19,55
255,@CNN,Wed Sep 26 11:26:31 +0000 2018,"RT @NewDay: ""He is frustrated by this process ... This is a President for whom TV is a very special medium, as we know, and he is aware tha…",-0.1045,0.095,0.796,0.108,56
256,@CNN,Wed Sep 26 11:20:10 +0000 2018,A 27-year-old Chinese national was arrested in Chicago Tuesday for allegedly spying on behalf of Beijing… https://t.co/YEwHv2zoGm,-0.4767,0.0,0.829,0.171,57
257,@CNN,Wed Sep 26 11:11:02 +0000 2018,World's first Boeing 777 retires to Arizona air museum https://t.co/JOoQ30IYBT https://t.co/PgxjEspqCF,0.0,0.0,1.0,0.0,58
258,@CNN,Wed Sep 26 11:10:08 +0000 2018,"The Tennessee Democrat running to represent the state in the US Senate, says that he would not vote for Senate Mino… https://t.co/JSEtp2xGg5",0.0,0.0,1.0,0.0,59
259,@CNN,Wed Sep 26 11:04:05 +0000 2018,"China's deputy trade negotiator on challenges facing negotiations with the US: ""How could you negotiate with someon… https://t.co/hzudRcHIXp",0.0772,0.071,0.929,0.0,60
260,@CNN,Wed Sep 26 11:00:05 +0000 2018,"5 things for Wednesday:

- United Nations
- Brett Kavanaugh
- Bill Cosby
- China
- Ebola

https://t.co/8WB2ljXuzM https://t.co/oM4xBKlB9H",0.4215,0.189,0.811,0.0,61
261,@CNN,Wed Sep 26 10:57:07 +0000 2018,"""The rules are the rules."" World No 1 Simona Halep on the controversial US Open final between Serena Williams and N… https://t.co/bt3ohmdAPa",-0.4588,0.0,0.826,0.174,62
262,@CNN,Wed Sep 26 10:50:33 +0000 2018,"""It was just raw. It wasn't -- it's not who we are."" Speaking at an event in Philadelphia, Former Vice President Jo… https://t.co/kKGMFD8YEG",0.0,0.0,1.0,0.0,63
263,@CNN,Wed Sep 26 10:50:02 +0000 2018,"German abuse survivors say Church's $5,900 'recognition fee' is not justice https://t.co/R5d2cDRFNY https://t.co/Q6XO2EuUne",-0.7891,0.0,0.612,0.388,64
264,@CNN,Wed Sep 26 10:43:06 +0000 2018,"It took a fight in court, but a 5-year-old girl will be allowed to bring her cannabis-based medicine to school and… https://t.co/LbEtbUjwk3",-0.2023,0.0,0.913,0.087,65
265,@CNN,Wed Sep 26 10:40:07 +0000 2018,The Chinese government has blocked a US Navy ship from docking in Hong Kong amid a growing diplomatic feud between… https://t.co/ZqBaVnXZkB,-0.4215,0.077,0.721,0.203,66
266,@CNN,Wed Sep 26 10:37:14 +0000 2018,This is the moment a 19-year-old Indonesian was rescued after drifting at sea for 49 days on a small wooden fishing… https://t.co/JPJIOLRkMe,0.4215,0.128,0.872,0.0,67
267,@CNN,Wed Sep 26 10:30:09 +0000 2018,"14 years and two trials later, Bill Cosby is led away in handcuffs https://t.co/olxL36pClH https://t.co/9X9OBo8FWi",0.0,0.0,1.0,0.0,68
268,@CNN,Wed Sep 26 10:29:06 +0000 2018,Pope Francis admits the Catholic Church has lost credibility over sex abuse scandal https://t.co/Wt1VEc7JMn https://t.co/egXamhsGVE,-0.802,0.097,0.487,0.416,69
269,@CNN,Wed Sep 26 10:22:06 +0000 2018,Tinder is rolling out a new feature in India that gives women the option to prevent men from initiating a conversat… https://t.co/dxT6udbwgh,0.0258,0.055,0.945,0.0,70
270,@CNN,Wed Sep 26 10:20:03 +0000 2018,The House is set to vote Wednesday on a massive spending package that funds a large section of government and aims… https://t.co/lkqHxPUgfq,0.0,0.0,1.0,0.0,71
271,@CNN,Wed Sep 26 10:15:02 +0000 2018,"The grizzly bears of Yellowstone National Park will be spared from a proposed trophy hunt, thanks to a ruling by a… https://t.co/RCU86nMmFs",0.4404,0.132,0.868,0.0,72
272,@CNN,Wed Sep 26 10:08:04 +0000 2018,"Twitter wants to weed out dehumanizing language on its platform -- but before it rolls out a policy change, it is a… https://t.co/nQUJhIrApC",-0.296,0.0,0.905,0.095,73
273,@CNN,Wed Sep 26 10:01:02 +0000 2018,Certain macadamia nut products produced by the company Mauna Loa have been voluntarily recalled due to potential E.… https://t.co/329UOOMKD4,0.2732,0.104,0.896,0.0,74
274,@CNN,Wed Sep 26 09:54:04 +0000 2018,4-year-old Florence didn't like sharing her name with a bad hurricane. So she did something about it.… https://t.co/wcdfH7LgGJ,-0.7871,0.0,0.638,0.362,75
275,@CNN,Wed Sep 26 09:47:03 +0000 2018,"A beluga whale has been spotted swimming in the River Thames, sparking fears that the creature is in danger… https://t.co/vg3Xv8cEbH",-0.4215,0.0,0.865,0.135,76
276,@CNN,Wed Sep 26 09:40:06 +0000 2018,"Violence against the Rohingya in Myanmar's northern Rakhine State was ""extreme, large-scale, widespread, and seemin… https://t.co/kJM6DziBMf",-0.6249,0.0,0.785,0.215,77
277,@CNN,Wed Sep 26 09:33:06 +0000 2018,"The Trump administration is opening ""a comprehensive review of all research involving fetal tissue"" and canceling a… https://t.co/xU6vge2UsS",0.25,0.105,0.895,0.0,78
278,@CNN,Wed Sep 26 09:26:04 +0000 2018,"The US Marine Corps' stealth F-35B Lightning fighter jet could fly its first combat mission within days, according… https://t.co/exyFmZHDZX",-0.2732,0.075,0.751,0.174,79
279,@CNN,Wed Sep 26 09:19:03 +0000 2018,"""Because his routines were so personal, and his recollections so vivid, it was easy for fans to feel like they knew… https://t.co/cL3PK5LnRZ",0.6597,0.213,0.787,0.0,80
280,@CNN,Wed Sep 26 09:12:08 +0000 2018,Nonprofit organizations are taking to the courts to try to stop an Interior Department project that would sterilize… https://t.co/eIhfjLHgnX,-0.296,0.0,0.891,0.109,81
281,@CNN,Wed Sep 26 09:05:08 +0000 2018,"Pope Francis said young Catholics are ""scandalized"" by the Catholic Church's ""monstrous"" clergy sexual abuse crisis… https://t.co/Ib3bA0SVTG",-0.6369,0.0,0.792,0.208,82
282,@CNN,Wed Sep 26 08:58:02 +0000 2018,This is the cultural dilemma of Bill Cosby's fall | By Gene Seymour via @CNNOpinion https://t.co/202um9zz6g https://t.co/fgHMXANC6e,-0.1779,0.0,0.898,0.102,83
283,@CNN,Wed Sep 26 08:51:04 +0000 2018,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/NtspkFV62N https://t.co/JjfbulvWci",-0.7717,0.0,0.691,0.309,84
284,@CNN,Wed Sep 26 08:44:06 +0000 2018,Nike wants investors to know that its business' strength extends beyond Colin Kaepernick. The company delivered str… https://t.co/xnrcIXQKFm,0.5719,0.227,0.773,0.0,85
285,@CNN,Wed Sep 26 08:37:06 +0000 2018,"Researchers used a gene editing tool to wipe out a population of malaria-carrying mosquitoes in a lab, raising the… https://t.co/xisKgUbXEe",0.0,0.0,1.0,0.0,86
286,@CNN,Wed Sep 26 08:32:08 +0000 2018,Underdogs Derby County stun Manchester United in the Carabao Cup winning 8-7 on penalties as Frank Lampard triumphs… https://t.co/gbZMLQBdQS,0.7351,0.267,0.733,0.0,87
287,@CNN,Wed Sep 26 08:30:49 +0000 2018,"Where American or European companies could once expect to find an enormous market hungry for their products, changi… https://t.co/EjeNmI1yWh",0.0,0.0,1.0,0.0,88
288,@CNN,Wed Sep 26 08:22:10 +0000 2018,"US national security adviser John Bolton issued a stark warning to Iran Tuesday, demanding changes in Tehran's beha… https://t.co/fUxOR1IiGq",-0.2263,0.111,0.691,0.198,89
289,@CNN,Wed Sep 26 08:15:43 +0000 2018,There's a big push in 2018 to get young people to register to vote https://t.co/2wlwrwWogk https://t.co/VjxGlLSHzm,0.0,0.0,1.0,0.0,90
290,@CNN,Wed Sep 26 08:05:10 +0000 2018,India's new Pakyong Airport just opened in these incredible Himalayan surroundings https://t.co/u9zLdAL7Ts https://t.co/naDdupq27f,0.0,0.0,1.0,0.0,91
291,@CNN,Wed Sep 26 08:01:00 +0000 2018,"A woman who's paralyzed from the chest down can now consciously control her ability to walk, researchers say, thank… https://t.co/zt2J1KBBuX",0.3182,0.113,0.887,0.0,92
292,@CNN,Wed Sep 26 07:54:20 +0000 2018,"If FBI investigated allegation against Kavanaugh, here's what it would do | @JamesAGagliano for @CNNopinion… https://t.co/3nrt82Q6Wf",0.0,0.0,1.0,0.0,93
293,@CNN,Wed Sep 26 07:43:42 +0000 2018,"Former Vice President Joe Biden, speaking at an event in Philadelphia, labeled President Trump's response to Sen. J… https://t.co/kjGCAniXVX",0.0,0.0,1.0,0.0,94
294,@CNN,Wed Sep 26 07:32:56 +0000 2018,"Mexican state and federal authorities took control of Acapulco's entire police force, after suspicions arose that c… https://t.co/5STRouAJCt",-0.3612,0.0,0.872,0.128,95
295,@CNN,Wed Sep 26 07:31:04 +0000 2018,4-year-old Florence didn't like sharing her name with a bad hurricane. So she did something about it.… https://t.co/dvIyuuOggE,-0.7871,0.0,0.638,0.362,96
296,@CNN,Wed Sep 26 07:20:37 +0000 2018,"Just call it Dunkin'. Starting in January, Dunkin' Donuts will drop the ""Donuts"" from ads, packages and signage at… https://t.co/dozPVz4rox",-0.2732,0.0,0.9,0.1,97
297,@CNN,Wed Sep 26 07:10:12 +0000 2018,"""The #MeToo reckoning is still coming — not just for the prominent men who use their power to exploit others, but a… https://t.co/Phr4JdZD5Z",0.1154,0.072,0.875,0.053,98
298,@CNN,Wed Sep 26 07:01:00 +0000 2018,This Ohio town celebrated Christmas a few months early this year for a 2-year-old with brain cancer… https://t.co/kLk0pe3oUT,0.5719,0.198,0.802,0.0,99
299,@CNN,Wed Sep 26 06:59:30 +0000 2018,The first man to be prosecuted under France's new catcalling law has been given a €300 fine (about $353) for sexual… https://t.co/OCFXbEDsUQ,-0.2023,0.077,0.812,0.111,100
300,@Fox,Wed Sep 26 00:47:03 +0000 2018,"If you’re interested in building a more welcoming Web, web performance, user experience, contributing in many areas… https://t.co/DEjPCYO61S",0.7089,0.282,0.718,0.0,1
301,@Fox,Wed Sep 26 00:44:28 +0000 2018,"🚨 @calibreapp is hiring (remote). @benschwarz is one of the most passionate people, deeply caring about building a… https://t.co/TvvTzTKtJz",0.8012,0.31,0.69,0.0,2
302,@Fox,Mon Sep 10 15:57:26 +0000 2018,"RT @lehudgins: ""I don't believe in equal opportunity offense because there isn't equal opportunity."" -@harikondabolu

#xoxofest2018",0.2023,0.149,0.745,0.106,3
303,@Fox,Mon Sep 10 15:57:15 +0000 2018,RT @GermanCityGirl: “There’s no goddamned thought police or so many white men would be arrested by now.” - @harikondabolu #XOXOFest #xoxo,-0.7964,0.0,0.677,0.323,4
304,@Fox,Sun Sep 09 23:03:46 +0000 2018,RT @jina: I'm tired of people saying that CSS is a useless skill to have. I built up my whole career around it and I'm proud of the work I'…,-0.3818,0.092,0.74,0.169,5
305,@Fox,Sat Sep 08 23:41:17 +0000 2018,RT @femfreq: Great advice from @ContraPoints 😂😉 #XOXOFest #xoxo https://t.co/JxCOcxLNQ7,0.6249,0.313,0.687,0.0,6
306,@Fox,Fri Sep 07 02:23:15 +0000 2018,"After so many years, I’m finally here, ready to undeniably be blown away. 💙 @andymcmillan and @waxpancake for bring… https://t.co/j0vihTKMTN",0.3612,0.122,0.878,0.0,7
307,@Fox,Fri Sep 07 01:57:50 +0000 2018,@jennschiffer hi Jenn look right,0.0,0.0,1.0,0.0,8
308,@Fox,Wed Sep 05 21:35:33 +0000 2018,"@ohhoe @alicegoldfuss pok pok, bollywood theather, woodsman tavern, harlow, good coffee, coava coffee, stumptown, s… https://t.co/aHWKgPpSTR",0.4404,0.162,0.838,0.0,9
309,@Fox,Wed Sep 05 21:32:37 +0000 2018,@paulozoom the only suitable plan seems to be ice cream?,0.0,0.0,1.0,0.0,10
310,@Fox,Wed Sep 05 21:29:31 +0000 2018,@alicegoldfuss @ohhoe here to provide recommendations if anyone needs some! especially in SE ✌🏻,0.0,0.0,1.0,0.0,11
311,@Fox,Wed Sep 05 21:28:35 +0000 2018,@paulozoom I see you creepin’ in the SE 👋🏻,0.0,0.0,1.0,0.0,12
312,@Fox,Wed Sep 05 15:42:48 +0000 2018,@mrmrs_ I got u https://t.co/rWaFh4GOaW,0.0,0.0,1.0,0.0,13
313,@Fox,Tue Sep 04 17:44:58 +0000 2018,@amelielamont 🙋🏻,0.0,0.0,1.0,0.0,14
314,@Fox,Mon Sep 03 23:11:00 +0000 2018,"@justkelly_ok omg, see you there!",0.0,0.0,1.0,0.0,15
315,@Fox,Mon Sep 03 22:37:42 +0000 2018,"I can’t even begin to grasp how many amazing people are going to be at @xoxo later this week. So excited!

Say hi, don’t be a stranger! 👋🏻💖",0.7951,0.228,0.772,0.0,16
316,@Fox,Thu Aug 30 00:10:58 +0000 2018,"RT @css: A new Chrome feature dubbed ""Blink LazyLoad"" is designed to dramatically improve performance by deferring the load of below-the-fo…",0.296,0.128,0.796,0.075,17
317,@Fox,Fri Aug 24 00:29:24 +0000 2018,"I’m so happy I work at a company that deeply cares about, tracks, stays humble and makes no excuses for pitfalls in… https://t.co/IgZJlMkP07",0.7258,0.265,0.655,0.08,18
318,@Fox,Wed Aug 22 03:39:28 +0000 2018,"RT @fox: 👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’re interested.…",0.7717,0.261,0.739,0.0,19
319,@Fox,Tue Aug 21 23:51:22 +0000 2018,"A friendly reminder that Guetzli, Google’s open source JPEG encoder, might be slower but can yield even up to 50% a… https://t.co/FN26irQYi8",0.2732,0.095,0.905,0.0,20
320,@Fox,Mon Aug 20 23:03:43 +0000 2018,"Lazy loading content can be a very powerful performance strategy. Unfortunately, often it’s complicated to implemen… https://t.co/ZHbSmxFB25",-0.204,0.147,0.619,0.233,21
321,@Fox,Mon Aug 20 00:00:09 +0000 2018,"👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’r… https://t.co/Kift5NHw9e",0.7717,0.283,0.717,0.0,22
322,@Fox,Thu Aug 09 04:56:06 +0000 2018,"@j2h @benschwarz I get off twitter and this is what happens? what is this bromance, Josh??? should I feel threatened? 😂",-0.6072,0.0,0.811,0.189,23
323,@Fox,Wed Aug 08 02:12:41 +0000 2018,"We all need a bit of good news in those disturbing times—here’s where @goodgoodgood delivers. 

https://t.co/T5qhMKd4aY",-0.1027,0.151,0.677,0.172,24
324,@Fox,Wed Aug 08 02:10:53 +0000 2018,"I travel a bit and carefully choose where I stay, eat and go (uh, the designer struggle). I 😍 @sabrina’s… https://t.co/f43vmBg3DW",0.128,0.091,0.909,0.0,25
325,@Fox,Wed Aug 08 02:08:41 +0000 2018,I’ve recently subscribed to @jkglei’s newsletter and never looked back. Love the focus on thoughtful technology and… https://t.co/m28bMmSEBV,-0.1945,0.118,0.728,0.153,26
326,@Fox,Wed Aug 08 02:07:07 +0000 2018,"If customer success, culture, growth and product are your jam, I couldn’t recommend @helpscout’s newsletters more.… https://t.co/8ji9mKMLeX",0.8316,0.404,0.596,0.0,27
327,@Fox,Wed Aug 08 01:59:38 +0000 2018,"I have been enjoying @intercom newsletters for product, marketing and startup tips. The quality has always been ama… https://t.co/fA9fw1KXIt",0.5267,0.167,0.833,0.0,28
328,@Fox,Wed Aug 08 01:57:04 +0000 2018,"The Daily Good from @thegoodtrade covers conscious, sustainable fashion, wellbeing, beauty, food, lifestyle and tra… https://t.co/qmAOyGcm9i",0.7717,0.324,0.676,0.0,29
329,@Fox,Wed Aug 08 01:54:45 +0000 2018,Friday is one of my favourite days because of @girlsnightinHQ. A perfect encapsulation of self-care and womanhood.… https://t.co/HhI1mGfXe8,0.5719,0.188,0.812,0.0,30
330,@Fox,Wed Aug 08 01:50:21 +0000 2018,"I love @offscreenmag Dispatch. Great productivity tools, services and design objects all wrapped up in a lovely des… https://t.co/lR8tsWKGNw",0.9201,0.464,0.536,0.0,31
331,@Fox,Wed Aug 08 01:48:16 +0000 2018,Here are my favourite newsletters (it’s now the primary way I discover content as I’ve mostly ditched reading social media). ↓,0.0,0.0,1.0,0.0,32
332,@Fox,Tue Aug 07 23:32:22 +0000 2018,RT @6Gems: Black women are paid 38% less than white men. I support equal pay—because #38PercentCounts. https://t.co/mXFOdcL8Q3,0.4019,0.153,0.847,0.0,33
333,@Fox,Tue Aug 07 23:32:15 +0000 2018,"If you’re up for a conference-grade talk about UX and groundbreaking performance strategies, come to see… https://t.co/x2sghiw62F",0.0,0.0,1.0,0.0,34
334,@Fox,Tue Aug 07 23:28:56 +0000 2018,"RT @Calibreapp: Scheduler 2.0

Our longest standing feature request was to improve Calibre’s test scheduler. That’s exactly what we’ve done…",0.4404,0.132,0.868,0.0,35
335,@Fox,Tue Aug 07 23:06:06 +0000 2018,"RT @fox: Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web! Transcript com…",0.7574,0.245,0.755,0.0,36
336,@Fox,Sat Aug 04 03:47:44 +0000 2018,"@LNRBLB thank you, Eleanor! 🎉",0.4199,0.482,0.518,0.0,37
337,@Fox,Sat Aug 04 03:27:03 +0000 2018,@cckate thank you! 💖,0.4199,0.583,0.417,0.0,38
338,@Fox,Sat Aug 04 03:12:25 +0000 2018,"Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web!… https://t.co/hPilGINzyI",0.7574,0.276,0.724,0.0,39
339,@Fox,Sat Aug 04 03:05:32 +0000 2018,"@Chisa omg, this is so great! thank you, Teresa! 😍",0.8626,0.551,0.449,0.0,40
340,@Fox,Sat Aug 04 03:04:39 +0000 2018,RT @andreabedini: I am extremely grateful to @fox for showing me today how technology became anti-human while we weren’t paying attention.…,0.5095,0.148,0.852,0.0,41
341,@Fox,Sat Aug 04 03:04:32 +0000 2018,"@andreabedini thank you, Andrea! I’m glad you’ve found it useful!",0.8395,0.562,0.438,0.0,42
342,@Fox,Sat Aug 04 03:03:40 +0000 2018,"@evandotly thank you, Evan! 🌸",0.4199,0.482,0.518,0.0,43
343,@Fox,Sat Aug 04 03:03:16 +0000 2018,RT @msandfor: #dddperth We must build ethical thinking into the way we build software https://t.co/F4QKYOVT1p,0.5106,0.191,0.809,0.0,44
344,@Fox,Sat Aug 04 03:03:07 +0000 2018,RT @MichelePlayfair: Thread ☝️☝️ 8 principles of ethics in tech from @fox at #DDDPerth 👏,0.0,0.0,1.0,0.0,45
345,@Fox,Sat Aug 04 03:02:36 +0000 2018,@samwilson yes :),0.6908,0.851,0.149,0.0,46
346,@Fox,Sat Aug 04 03:01:15 +0000 2018,"RT @Amys_Kapers: Until anyone can survive and thrive on the web, no matter their background, gender, ethnicity, etc, the web isn't a welcom…",-0.2732,0.047,0.858,0.094,47
347,@Fox,Sat Aug 04 03:00:55 +0000 2018,RT @MichelePlayfair: . @fox dropping the keynote truth bombs at #dddperth https://t.co/RKAgOSozMB,0.3182,0.187,0.813,0.0,48
348,@Fox,Sat Aug 04 03:00:48 +0000 2018,"RT @Mandy_Kerr: “Disruption isn’t a getaway free card to bypass laws, freedoms, moral compass, civil rights and human protections” - @fox #…",0.6705,0.234,0.766,0.0,49
349,@Fox,Sat Aug 04 02:43:00 +0000 2018,RT @Chisa: TOO much good stuff from @Fox @dddperth #dddperth https://t.co/XVI1DHGQdd,0.4404,0.225,0.775,0.0,50
350,@Fox,Sat Aug 04 02:42:39 +0000 2018,RT @kylietimpani: I cannot applaud or amplify @fox’s message enough: the web is at a crisis point. Tech is unethical. Exclusionary. A platf…,-0.8714,0.0,0.632,0.368,51
351,@Fox,Sat Aug 04 02:42:17 +0000 2018,RT @Caiwrote: @fox laying down some truths #DDDPerth https://t.co/o2eJNcU5UQ,0.4215,0.259,0.741,0.0,52
352,@Fox,Sat Aug 04 02:41:59 +0000 2018,"RT @Mandy_Kerr: “Technology should be a mindful, quiet companion to our lives” - @fox #DDDPerth https://t.co/vB6wBAdqvr",0.0,0.0,1.0,0.0,53
353,@Fox,Sat Aug 04 02:41:51 +0000 2018,"RT @LJKenward: Opening #DDDPerth is the incredible @fox with Towards a welcoming Web.

The Pitfalls of Technology:

Move fast and break thi…",0.4404,0.127,0.873,0.0,54
354,@Fox,Fri Aug 03 08:49:38 +0000 2018,I forgot that Twitter is the epicentre of harassment and anxiety-inducing content. Back to sharing via Buffer and n… https://t.co/jiBOURbIKk,-0.1779,0.12,0.73,0.15,55
355,@Fox,Fri Aug 03 08:20:43 +0000 2018,"RT @evan_greer: Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeo…",-0.886,0.0,0.637,0.363,56
356,@Fox,Fri Aug 03 07:24:56 +0000 2018,"It’s a privilege to be opening #dddperth tomorrow morning! Come and find out how to build an ethical, welcoming Web… https://t.co/eC1xTFZ3YR",0.8398,0.346,0.654,0.0,57
357,@Fox,Fri Aug 03 07:21:15 +0000 2018,RT @verge: A note from the editors of The Verge https://t.co/B3wF4dNukg https://t.co/fhgvH9WlkC,0.0,0.0,1.0,0.0,58
358,@Fox,Thu Aug 02 04:10:03 +0000 2018,"What are your favourite newsletters covering the following subjects: tech, design, front-end, culture, design objects, travel, well-being?",0.0,0.0,1.0,0.0,59
359,@Fox,Wed Aug 01 22:42:57 +0000 2018,"@soxyface Thank you, it was lovely meeting you! 💐",0.7644,0.524,0.476,0.0,60
360,@Fox,Wed Aug 01 21:37:21 +0000 2018,"@sentience Thank you! I really enjoyed yours too! 

I’m doing a 45-min version at @DDDPerth this weekend that has m… https://t.co/Drn3ODuLx2",0.7702,0.282,0.718,0.0,61
361,@Fox,Wed Aug 01 06:18:32 +0000 2018,@soxyface @MsJonesInSydney here are the slides with all the references. 🙇🏻‍♀️ I will publish a transcript next week! https://t.co/EcSUpoi0Rw,0.0,0.0,1.0,0.0,62
362,@Fox,Wed Aug 01 06:16:28 +0000 2018,@marcosc thank you! 🙇🏻‍♀️,0.4199,0.482,0.518,0.0,63
363,@Fox,Wed Aug 01 06:13:13 +0000 2018,"RT @MsJonesInSydney: The theme at #Code18 #CodeLeaders is strong! @fox is currently highlighting algorithmic bias, tech ethics and exclusio…",0.4926,0.163,0.773,0.064,64
364,@Fox,Wed Aug 01 06:12:58 +0000 2018,"@DivZero_ indeed, it’s all challenging and often depressing, but if we don’t take action it won’t get any better. i… https://t.co/lldW02OHPv",0.5187,0.206,0.721,0.072,65
365,@Fox,Wed Aug 01 02:35:19 +0000 2018,"So refreshing to hear @johnallsopp reminding about inclusion, diversity and sharing knowledge around these subjects… https://t.co/Ink4d4W7m5",0.4215,0.157,0.843,0.0,66
366,@Fox,Wed Aug 01 02:32:40 +0000 2018,"Well, @msjonesinsydney definitely knows how to drop the mic on horrifying diversity and inclusion stats. 

A fantas… https://t.co/GeLolnfgEm",-0.25,0.203,0.551,0.246,67
367,@Fox,Wed Aug 01 02:18:01 +0000 2018,@benschwarz nooo pressure whatsoever,-0.296,0.0,0.577,0.423,68
368,@Fox,Wed Aug 01 02:03:31 +0000 2018,That moment when a white guy says ”there aren’t many women developers” and you cross eyes with any other woman in t… https://t.co/033oMUbEl8,0.0,0.0,1.0,0.0,69
369,@Fox,Wed Aug 01 01:53:15 +0000 2018,@Mandy_Kerr the winds have been gracious,0.5574,0.419,0.581,0.0,70
370,@Fox,Tue Jul 31 23:27:35 +0000 2018,@soxyface thank you! I’m hydrating ⛲️,0.4199,0.358,0.642,0.0,71
371,@Fox,Tue Jul 31 22:58:07 +0000 2018,"I’ll be speaking at @webdirections Code Leaders today at 3.30pm (if I don’t lose my voice in the meantime 😂🤧).

Com… https://t.co/oh0yLrEE0F",-0.4019,0.0,0.881,0.119,72
372,@Fox,Thu Jul 19 22:21:10 +0000 2018,One of the reasons I’m so excited to be a part of @helpscout is the commitment to building an inclusive culture wit… https://t.co/6H6GDJ1TON,0.6924,0.222,0.778,0.0,73
373,@Fox,Wed Jul 11 21:30:06 +0000 2018,More Boston snaps. https://t.co/NCcWPSV8yX,0.0,0.0,1.0,0.0,74
374,@Fox,Mon Jul 09 23:35:49 +0000 2018,"RT @helpscout: Said it once, we'll keep saying it: we are thrilled to add you to the team @fox! 🦊 https://t.co/bKc6GSq6tR",0.4926,0.144,0.856,0.0,75
